merit_mean,merit_max,not_frac,nand_frac,and_frac,ornot_frac,andnot_frac,or_frac,nor_frac,xor_frac,equ_frac,true_frac,false_frac,is_frac,dominant_genome
1.07143,2,0,0,0,0,0,0,0,0,0,0.0178571,0.0714286,0.0714286,"[112]cbcscchcccmcaazaaawtaaaataaalnapqaaaawaaaaaaaaaaaaaaaaaaraaaaaoaasaaaaaamaanaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
1.06557,2,0,0,0,0,0,0,0,0,0,0.0163934,0.0819672,0.0655738,"[112]cbcscchcccmcaazaaawtaaaataaalnapqaaaawaaaaaaaaaaaaaaaaaaraaaaaoaasaaaaaamaanaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
1.06349,2,0,0,0,0,0,0,0,0,0,0.015873,0.0793651,0.0634921,"[112]cbcscchcccmcaazaaawtaaaataaalnapqaaaawaaaaaaaaaaaaaaaaaaraaaaaoaasaaaaaamaanaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
1.06349,2,0,0,0,0,0,0,0,0,0,0.015873,0.0793651,0.0634921,"[112]cbcscchcccmcaazaaawtaaaataaalnapqaaaawaaaaaaaaaaaaaaaaaaraaaaaoaasaaaaaamaanaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
1.06349,2,0,0,0,0,0,0,0,0,0,0.015873,0.0793651,0.0634921,"[112]cbcscchcccmcaazaaawtaaaataaalnapqaaaawaaaaaaaaaaaaaaaaaaraaaaaoaasaaaaaamaanaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
1.0625,2,0,0,0,0,0,0,0,0,0,0.015625,0.078125,0.0625,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07246,2,0,0,0,0,0,0,0,0,0,0.0144928,0.0869565,0.0724638,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06849,2,0,0,0,0,0,0,0,0,0,0.0136986,0.109589,0.0684932,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06579,2,0,0,0,0,0,0,0,0,0,0.0131579,0.105263,0.0657895,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06494,2,0,0,0,0,0,0,0,0,0,0.012987,0.103896,0.0649351,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.0641,2,0,0,0,0,0,0,0,0,0,0.0128205,0.102564,0.0641026,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.075,2,0,0,0,0,0,0,0,0,0,0.0125,0.1125,0.075,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07143,2,0,0,0,0,0,0,0,0,0,0.0119048,0.107143,0.0714286,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06897,2,0,0,0,0,0,0,0,0,0,0.0114943,0.103448,0.0689655,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06742,2,0,0,0,0,0,0,0,0,0,0.011236,0.101124,0.0674157,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06593,2,0,0,0,0,0,0,0,0,0,0.010989,0.0989011,0.0659341,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06316,2,0,0,0,0,0,0,0,0,0,0.0105263,0.0947368,0.0631579,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07292,2,0,0,0,0,0,0,0,0,0,0.0104167,0.09375,0.0729167,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07143,2,0,0,0,0,0,0,0,0,0,0.0102041,0.0918367,0.0714286,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07,2,0,0,0,0,0,0,0,0,0,0.01,0.09,0.07,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06731,2,0,0,0,0,0,0,0,0,0,0.00961538,0.0865385,0.0673077,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06422,2,0,0,0,0,0,0,0,0,0,0.00917431,0.0825688,0.0642202,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07207,2,0,0,0,0,0,0,0,0,0,0.00900901,0.0810811,0.0720721,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06957,2,0,0,0,0,0,0,0,0,0,0.00869565,0.0782609,0.0695652,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.0678,2,0,0,0,0,0,0,0,0,0,0.00847458,0.0762712,0.0677966,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.06723,2,0,0,0,0,0,0,0,0,0,0.00840336,0.0756303,0.0672269,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07258,2,0,0,0,0,0,0,0,0,0,0.00806452,0.0725806,0.0725806,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07143,2,0,0,0,0,0,0,0,0,0,0.00793651,0.0793651,0.0714286,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07752,2,0,0,0,0,0,0,0,0,0,0.00775194,0.0775194,0.0775194,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07576,2,0,0,0,0,0,0,0,0,0,0.00757576,0.0757576,0.0757576,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07194,2,0,0,0,0,0,0,0,0,0,0.0143885,0.0719424,0.0719424,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07801,2,0,0,0,0,0,0,0,0,0,0.0141844,0.0780142,0.0780142,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07692,2,0,0,0,0,0,0,0,0,0,0.013986,0.0839161,0.0769231,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07432,2,0,0,0,0,0,0,0,0,0,0.0135135,0.0810811,0.0743243,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07285,2,0,0,0,0,0,0,0,0,0,0.013245,0.0860927,0.0728477,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07051,2,0,0,0,0,0,0,0,0,0,0.0128205,0.0833333,0.0705128,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.075,2,0,0,0,0,0,0,0,0,0,0.0125,0.08125,0.075,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07975,2,0,0,0,0,0,0,0,0,0,0.0122699,0.0797546,0.0797546,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.07738,2,0,0,0,0,0,0,0,0,0,0.0119048,0.0833333,0.077381,"[111]cbsccreccccaazaaawaaaaaaaaanafaaaaalaaaaaaaaayaaaaaaaaaaaaaaaaiaaaaayaaaaaapaaasaaaaadaaaaanaaabaauaajaarahaaka"
1.08046,2,0,0,0,0,0,0,0,0,0,0.0114943,0.0804598,0.0804598,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.0838,2,0,0,0,0,0,0,0,0,0,0.0111732,0.0782123,0.0837989,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08287,2,0,0,0,0,0,0,0,0,0,0.0110497,0.0773481,0.0828729,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08065,2,0,0,0,0,0,0,0,0,0,0.0107527,0.0913978,0.0806452,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08021,2,0,0,0,0,0,0,0,0,0,0.0106952,0.0909091,0.0802139,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08333,2,0,0,0,0,0,0,0,0,0,0.0104167,0.0885417,0.0833333,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08586,2,0,0,0,0,0,0,0,0,0,0.010101,0.0858586,0.0858586,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08333,2,0,0,0,0,0,0,0,0,0,0.00980392,0.0882353,0.0833333,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08612,2,0,0,0,0,0,0,0,0,0,0.0143541,0.0909091,0.0861244,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08451,2,0,0,0,0,0,0,0,0,0,0.0140845,0.0938967,0.084507,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.08716,2,0,0,0,0,0,0,0,0,0,0.0137615,0.0963303,0.087156,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.0852,2,0,0,0,0,0,0,0,0,0,0.0179372,0.0941704,0.0852018,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
1.0837,2,0,0,0,0,0,0,0,0,0,0.0176211,0.092511,0.0837004,"[109]wcccfcchcccecaasaaaaaauaaaaaaaaaacaakaaaaaaaaaaaaaamwaaaaaaaaaaaaaaaaaaaamxaaaanbaaaaaaaaazuaaaaaaajaaaaaaaaa"
